,content,type
1016, went hazel wood fire head cut peeled hazel wand hooked berry thread white moth wing mothlike star flickering dropped berry stream caught little silver trout laid floor went blow fire aflame something rustled floor someone called name become glimmering girl apple blossom hair called name ran faded brightening air though old wandering hollow land hilly land find gone kiss lip take hand walk among long dappled grass pluck till time time done silver apple moon golden apple sun,Love
1017, know passion warms little flesh mold treasure brittle ill lie learn ground tree make long shadow light sound august 1922,Love
1018, gertrude stein idem valentine sherwood anderson stein reader copyright 1993 gertrude stein reprinted permission david higham estate gertrude stein,Love
1019, ezra pound canto iv canto ezra pound copyright 1993 ezra pound reprinted permission new direction publishing corporation,Love
1020, ezra pound canto xxxvi canto ezra pound copyright 1993 ezra pound reprinted permission new direction publishing corporation,Love
1021, dana 1904,Love
1022, moon left sky love star hiding frowning world love night bares sable brow snow ground love cold keen air im singing love youre dreaming paris nature law love though may seem men wake sing love maiden sleep dream care may molest love stir slumber though midnight find swain love still halting oer number watch rosy dawn love come stealing east thing round rejoice love night reign ceased lark soon heard love way winging nature poet wake love man singing,Love
1023, thou art lute thee sing attuned thee thou settest word awing meltest melody thou art life thee live thee proceed joy know sweetheart thy hand power give meed lovethe cup woe thou art love thee lead soul path light along vale vale mead mead home hill song song soul life need pray make plea since petition can not fall im already one thee,Love
1024, wine come mouth love come eye thats shall know truth grow old die lift glass mouth look sigh,Love
1025, bilbea babylon saturday night saw nothing anywhere old place girl bilbea gone another house city dont write sorry walked home halfsick tell go send kind letter take care,Love
1026, much love million bushel oh lot oh lot tomorrow maybe half bushel tomorrow maybe even half bushel heart arithmetic way wind measure weather,Love
1027, ee cummings freedom breakfastfood complete poem 19041962 edited george j firmage copyright 1926 1954 1991 trustee ee cummings trust copyright 1985 george james firmage reprinted permission liveright publishing corporation,Love
1028, ee cummings love thicker forget complete poem 19041962 edited george j firmage copyright 1926 1954 1991 trustee ee cummings trust copyright 1985 george james firmage reprinted permission liveright publishing corporation,Love
1029, 1 world turn completely upside say well emigrate eastern shore aboard riverboat baltimore well live among wild peach tree mile town youll wear coonskin cap gown homespun dyed butternut dark gold color lost like lotuseating ancestor well swim milk honey till drown winter short summer long autumn amberhued sunny hot tasting cider scuppernong season sweet autumn best squirrel silver fur fall like falling leaf like fruit shot 2 autumn frost lie upon grass like bloom grape purplebrown gold misted early morning cold little puddle roofed glass sun burn copper brass melt noon make boy unfold knitted muffler full hold fat pocket dribble chestnut pas peach grow wild pig live clover barrel salted herring last year spring begin winter february may find skin garter snake water moccasin dwindled harsh deadwhite cloudyclear 3 april pours color shell upon hill every little creek shot silver chesapeake shoal newminted ocean swell strawberry go begging sleek blue plum lie open blackbird beak shall live well shall live well month cherry peach brimming cornucopia spill fruit red purple sombrebloomed black rich field frosty river beach well trample bright persimmon kill bronze partridge speckled quail canvasback 4 puritan marrow bone there something richness hate love look austere immaculate landscape drawn pearly monotone there something blood owns bare hill cold silver sky slate thread water churned milky spate streaming slanted pasture fenced stone love sky thin blue snowy gray field sparseplanted rendering meagre sheaf spring briefer appleblossoms breath summer much beautiful stay swift autumn like bonfire leaf sleepy winter like sleep death,Love
1030, kenneth fearing aphrodite metropolis 2 collected poem kenneth fearing published random house 1940 reprinted permission russell volkening inc agent author copyright 1994 jubal fearing phoebe fearing,Love
1031, kenneth fearing x minus x collected poem kenneth fearing published random house 1940 reprinted permission russell volkening inc agent author copyright 1994 jubal fearing phoebe fearing,Love
1032, suddenly discovering eye beautiful normande cocotte eye learned british museum assistant,Love
1033, sat together one summer end beautiful mild woman close friend talked poetry said line take u hour maybe yet seem moment thought stitching unstitching naught better go upon marrowbone scrub kitchen pavement break stone like old pauper kind weather articulate sweet sound together work harder yet thought idler noisy set banker schoolmaster clergyman martyr call world thereupon beautiful mild woman whose sake there many one shall find heartache finding voice sweet low replied born woman know although talk school must labour beautiful said certain fine thing since adam fall need much labouring lover thought love much compounded high courtesy would sigh quote learned look precedent beautiful old book yet seems idle trade enough sat grown quiet name love saw last ember daylight die trembling bluegreen sky moon worn shell washed time water rose fell star broke day year thought one ear beautiful strove love old high way love seemed happy yet wed grown wearyhearted hollow moon,Love
